session_id,session_date,scheduled_start,session_name,platform,employee_id,employee_name,employee_email,department,attendance_status,minutes_attended
S20260306-007,2026-03-06,2026-03-06 09:00,Daily Standup,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,30
S20260306-007,2026-03-06,2026-03-06 09:00,Daily Standup,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260306-007,2026-03-06,2026-03-06 09:00,Daily Standup,Zoom,105,Elena Radu,elena.radu@example.com,Data,Absent,0
S20260306-007,2026-03-06,2026-03-06 09:00,Daily Standup,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Absent,0
S20260306-007,2026-03-06,2026-03-06 09:00,Daily Standup,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260306-007,2026-03-06,2026-03-06 09:00,Daily Standup,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Late,20
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Late,50
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260309-008,2026-03-09,2026-03-09 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Late,50
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Late,20
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Teams,105,Elena Radu,elena.radu@example.com,Data,Absent,0
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Absent,0
S20260310-009,2026-03-10,2026-03-10 09:00,Daily Standup,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,30
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Late,50
S20260310-010,2026-03-10,2026-03-10 15:00,Mentoring Session,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Teams,104,Dan Marin,dan.marin@example.com,Operations,Late,50
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260311-011,2026-03-11,2026-03-11 15:00,Mentoring Session,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260312-012,2026-03-12,2026-03-12 09:00,Daily Standup,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260312-013,2026-03-12,2026-03-12 15:00,Mentoring Session,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Late,50
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260313-014,2026-03-13,2026-03-13 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260316-015,2026-03-16,2026-03-16 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,30
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Late,20
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,30
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260317-016,2026-03-17,2026-03-17 09:00,Daily Standup,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Absent,0
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260317-017,2026-03-17,2026-03-17 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260318-018,2026-03-18,2026-03-18 09:00,Daily Standup,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,30
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Late,50
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,104,Dan Marin,dan.marin@example.com,Operations,Late,50
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Absent,0
S20260319-019,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Late,50
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Late,50
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Late,50
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,105,Elena Radu,elena.radu@example.com,Data,Late,50
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260319-020,2026-03-19,2026-03-19 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Late,50
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Late,50
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Zoom,105,Elena Radu,elena.radu@example.com,Data,Late,50
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260320-021,2026-03-20,2026-03-20 09:00,SQL Workshop,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260323-022,2026-03-23,2026-03-23 09:00,ETL Lab,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260324-023,2026-03-24,2026-03-24 09:00,ETL Lab,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Late,50
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260324-024,2026-03-24,2026-03-24 09:00,Attendance Check-in,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Late,20
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Late,20
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,105,Elena Radu,elena.radu@example.com,Data,Absent,0
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260325-025,2026-03-25,2026-03-25 09:00,Daily Standup,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,30
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Late,50
S20260326-026,2026-03-26,2026-03-26 09:00,SQL Workshop,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
