session_id,session_date,scheduled_start,session_name,platform,employee_id,employee_name,employee_email,department,attendance_status,minutes_attended
S20260406-005,2026-04-06,2026-04-06 09:00,ETL Lab,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260406-005,2026-04-06,2026-04-06 09:00,ETL Lab,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260406-005,2026-04-06,2026-04-06 09:00,ETL Lab,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260406-005,2026-04-06,2026-04-06 09:00,ETL Lab,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260406-005,2026-04-06,2026-04-06 09:00,ETL Lab,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,30
S20260407-006,2026-04-07,2026-04-07 09:00,Daily Standup,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,30
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260407-007,2026-04-07,2026-04-07 09:00,ETL Lab,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260408-008,2026-04-08,2026-04-08 15:00,Mentoring Session,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Late,50
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260409-009,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Absent,0
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260409-010,2026-04-09,2026-04-09 09:00,SQL Workshop,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Late,50
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260410-011,2026-04-10,2026-04-10 09:00,ETL Lab,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Zoom,105,Elena Radu,elena.radu@example.com,Data,Late,50
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Teams,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260413-012,2026-04-13,2026-04-13 15:00,Mentoring Session,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Absent,0
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Absent,0
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Absent,0
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260414-013,2026-04-14,2026-04-14 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Late,20
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,30
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,30
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Teams,104,Dan Marin,dan.marin@example.com,Operations,Late,20
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,30
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Teams,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,30
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Absent,0
S20260414-014,2026-04-14,2026-04-14 09:00,Daily Standup,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Late,20
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Absent,0
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Late,50
S20260415-015,2026-04-15,2026-04-15 09:00,Attendance Check-in,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Teams,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Teams,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260416-016,2026-04-16,2026-04-16 09:00,SQL Workshop,Teams,108,Horia Munteanu,horia.munteanu@example.com,Operations,Absent,0
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Teams,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Teams,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Late,50
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Zoom,104,Dan Marin,dan.marin@example.com,Operations,Present,60
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Zoom,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Late,50
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260416-017,2026-04-16,2026-04-16 09:00,ETL Lab,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Late,50
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Zoom,101,Alice Popescu,alice.popescu@example.com,Data,Present,60
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Zoom,102,Bogdan Ionescu,bogdan.ionescu@example.com,Engineering,Present,60
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Zoom,103,Carla Dumitrescu,carla.dumitrescu@example.com,Data,Present,60
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Teams,104,Dan Marin,dan.marin@example.com,Operations,Late,50
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Teams,105,Elena Radu,elena.radu@example.com,Data,Present,60
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Zoom,106,Filip Stoica,filip.stoica@example.com,Engineering,Late,50
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Zoom,107,Georgia Pavel,georgia.pavel@example.com,HR,Present,60
S20260417-018,2026-04-17,2026-04-17 09:00,Attendance Check-in,Zoom,108,Horia Munteanu,horia.munteanu@example.com,Operations,Present,60
